msno,city,bd,gender,registered_via,registration_init_time,Column1,Is_Churn,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,Column2,membership_expire_date,Column3,Time on board,is_cancel,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs,Loyalty
Y5Xvi75VJkzuy3168y59B2EhDe7YdDWbnmX0+lC8h5o=,10,51,female,3,20131001,10/1/2013,0,29,30,180,180,1,20170302,3/2/2017,20170302,3/2/2017,1248,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
hw6JUNkNSWruZuA4FahUAsi4BemSi5PplDuekPczDII=,10,47,female,3,20120814,8/14/2012,0,39,30,149,149,1,20170331,3/31/2017,20170505,5/5/2017,1725,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
EZH+lFFBGs2y59AylDe+moZqS4lSu27hUkvG5kjQpyI=,10,45,female,3,20150721,7/21/2015,0,40,30,149,149,1,20170301,3/1/2017,20170331,3/31/2017,619,0,0,1,1,1,4,2,2046.139,5
SOE6L3dLJzGumfCIahEMukULphSPKlzh4b9gsS1iOXQ=,10,51,female,3,20150927,9/27/2015,0,37,30,149,149,1,20170309,3/9/2017,20170408,4/8/2017,559,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
yRAvryRqp3E99bQiRwosiAMg8cVtiyxoXbiMHAnE+FA=,10,49,female,3,20130914,9/14/2013,0,36,30,180,180,1,20170303,3/3/2017,20170402,4/2/2017,1296,0,9,1,1,0,116,89,26733.3,5
Zm+CsN3bxOxzBAqupcqYT99WBWfYEVMmqmOoJzzBe34=,10,44,female,3,20140303,3/3/2014,0,39,30,149,149,1,20170228,2/28/2017,20170411,4/11/2017,1135,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
590MSJ3GaQiVLWgnvbyCaMzGWgzUul+PDAyYwk1x/xo=,10,54,female,3,20130413,4/13/2013,0,34,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,1478,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
hDrAAjSXpmPaUoHeaVXZr/5UKTKsAI0g4H/a+MmdGdo=,10,48,female,3,20140913,9/13/2014,0,40,30,149,149,1,20170302,3/2/2017,20170404,4/4/2017,934,0,0,0,0,0,3,3,686.462,5
tgo055/0Lstg7UWrPqSvg405lfrYB5jemu9/AIPQ1V8=,10,51,female,3,20140114,1/14/2014,0,40,30,149,149,1,20170323,3/23/2017,20170422,4/22/2017,1194,0,1,0,1,0,181,100,45744.912,5
3Pfl/TGJOQtvhxWhzci1+mrgBZoTiaag0FOt1g7/AdI=,10,44,female,3,20150711,7/11/2015,0,40,30,149,149,1,20170319,3/19/2017,20170420,4/20/2017,649,0,1,0,0,0,104,89,26813.479,5
DW79SFFNL3pnQj5yiAyZaNGWNPxUoFoT0z9E6pBkO/g=,10,51,female,3,20120911,9/11/2012,0,37,30,149,149,1,20170307,3/7/2017,20170406,4/6/2017,1668,0,0,0,0,0,1,1,257,5
SlQdi+GkjJgMBclfJ+iG8pxEz9L65cAYZ+id2qz6/NE=,10,39,female,3,20111224,12/24/2011,0,36,30,180,180,1,20170307,3/7/2017,20170407,4/7/2017,1931,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
VCEpRGoB7pAFwLExfovELKYrY08gCTnmzik2rAU8RQw=,10,39,female,3,20160424,4/24/2016,0,39,30,149,149,1,20170228,2/28/2017,20170429,4/29/2017,370,0,1,0,0,0,8,8,1871.094,5
dyIozteWHAh/I7B23z9Bw67uE5AFAWnfGXvRjF/EHLc=,10,43,female,3,20121007,10/7/2012,0,39,30,149,149,1,20170228,2/28/2017,20170412,4/12/2017,1648,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
oyS9J9xMwAeU4OXtUFZZW0sFZ9ZSnHHGp1vt7AswevI=,10,38,female,3,20120921,9/21/2012,0,40,30,149,149,1,20170321,3/21/2017,20170428,4/28/2017,1680,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
BK2BluuCOJWzlya1PAqiBjDKB+dPSfM5+2YhQhXN584=,10,38,female,3,20120704,7/4/2012,0,39,30,149,149,1,20170228,2/28/2017,20170411,4/11/2017,1742,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
53nPhCHK92y7H/LiAD+JBoXpo74t8bKCPkjDS1xBaJw=,10,40,female,3,20130609,6/9/2013,0,36,30,180,180,0,20170316,3/16/2017,20170415,4/15/2017,1406,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
verr3bsd4AAgwQ7pMzJec5+8VPux6bJYZzdEULfPosk=,10,41,female,3,20120630,6/30/2012,0,39,30,149,149,1,20170228,2/28/2017,20170413,4/13/2017,1748,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
QUoU4NcnCrmKv0H4uGkQSq2SJKJxtEErqdh0QGSYL3s=,10,41,female,3,20121217,12/17/2012,1,38,90,477,477,0,20170317,3/17/2017,20170615,6/15/2017,1641,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
y65SeCKUl6yo07yKoNvh/lwTbapBthEqbKJs9FAplW8=,10,41,female,3,20130614,6/14/2013,0,34,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,1416,0,23,4,1,4,44,55,11402.206,5
XOtdWQLjIr89+xpYmWEuxlph5mP/4Xa0lmbG6nPEO/o=,10,41,female,3,20150326,3/26/2015,0,40,30,149,149,1,20170311,3/11/2017,20170410,4/10/2017,746,0,1,1,0,3,29,29,7913.109,5
rIBnPFQvs1g7ReyEYu6Uf0q6R/HtmJaRn5MGHwxh0Ps=,10,34,female,3,20120817,8/17/2012,0,36,30,180,180,1,20170317,3/17/2017,20170416,4/16/2017,1703,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
zjN72Y3l9zy77Gm4ABP+Ar4mtnh3fMSn3Jsk+qUwAHU=,10,35,female,3,20130721,7/21/2013,0,37,30,149,149,1,20170320,3/20/2017,20170419,4/19/2017,1368,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
Us4S6pqUyqakVcSMAeWz0f6D4YBpETQrdTOo4a/xfMk=,10,35,female,3,20120513,5/13/2012,0,39,30,149,149,1,20170228,2/28/2017,20170417,4/17/2017,1800,0,1,0,1,1,8,3,2925.656,5
Gr7EFRsChHKf2LqEm2jj2D6Kms+VImiregrYSCCFh9g=,10,35,female,3,20141004,10/4/2014,0,40,30,149,149,1,20170317,3/17/2017,20170416,4/16/2017,925,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
k4ZANH7INUG7dVYc6nrFuzLbaMJUjCO8fTVR362joiw=,10,35,female,3,20140519,5/19/2014,1,40,30,149,149,1,20170301,3/1/2017,20170405,4/5/2017,1052,0,4,2,2,1,118,117,32101.272,5
Yn4vdMkHJc5nEa2pb6x1yG3lreuU3eTXt1h2c4PQ9cU=,10,35,female,3,20130306,3/6/2013,1,32,90,298,298,0,20170330,3/30/2017,20170701,7/1/2017,1578,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
6jkSSLoXksKMeZC844c0R+xCAootzEG5hg1LZBssckA=,10,35,female,3,20160320,3/20/2016,0,40,30,149,149,1,20170311,3/11/2017,20170410,4/10/2017,386,0,0,0,0,1,37,23,9858.678,5
IfwdX9LWdVclOj7WV9lDVhPKFwxZTG6KWf/5tNFVhao=,10,35,female,3,20120614,6/14/2012,0,37,30,149,149,1,20170321,3/21/2017,20170421,4/21/2017,1772,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
9ybVAgdjmf1LHob9qtHZiu9fe9P2SGWLEiMQybUqG+U=,10,35,female,3,20120901,9/1/2012,0,39,30,149,149,1,20170228,2/28/2017,20170418,4/18/2017,1690,0,0,0,1,1,59,53,14557.952,5
+zTzgjAPdGB8QF569mdFt97FROz6hRJzQ1XdwHduODE=,10,35,female,3,20131028,10/28/2013,0,39,30,149,149,1,20170228,2/28/2017,20170407,4/7/2017,1257,0,2,1,3,2,52,47,14117.106,5
KzPEBtsU8eTZPXCN4h+VFnC6KILD4hc2Dd1BCyL3y7k=,10,35,female,3,20160919,9/19/2016,0,40,30,149,149,1,20170322,3/22/2017,20170421,4/21/2017,214,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
2DFpHfZGlZGoqbHXdqo4XRrtZy1IwtS4AzI0pRYRfo8=,10,36,female,3,20140413,4/13/2014,0,40,30,149,149,1,20170313,3/13/2017,20170419,4/19/2017,1102,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
DROV7F9vM9+VOaO7tkt2/0UWAcTBp9VayReRN9nuZ3c=,10,36,female,3,20151016,10/16/2015,0,40,30,149,149,1,20170304,3/4/2017,20170403,4/3/2017,535,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
11ZBB4BfPPu3SGhkKCw6aDk7eGMBsd73+bFzSLcybYg=,10,36,female,3,20160924,9/24/2016,0,39,30,149,149,1,20170331,3/31/2017,20170524,5/24/2017,242,0,9,2,1,1,90,24,23247.033,5
K0KKeHu+2pCg53eZLvkv2xKH0fcMmhV8WUf1MDH3GhU=,10,36,female,3,20140908,9/8/2014,0,40,30,149,149,1,20170310,3/10/2017,20170416,4/16/2017,951,0,1,0,2,1,12,16,3432.675,5
McDpGqJXAEGpV21fnP4AC8nvv43M8e5TVQDPTjDn1LQ=,10,36,female,3,20160110,1/10/2016,0,40,30,149,149,1,20170327,3/27/2017,20170426,4/26/2017,472,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
LCyV9mnF9gnoczxOC2WU+eeDCtcaCRPdguTLztheNCg=,10,36,female,3,20130216,2/16/2013,0,37,30,149,149,1,20170303,3/3/2017,20170402,4/2/2017,1506,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
FkCSz3NGnerpgC7jVJx5UClNfBmw2j0bVrC0KPIVYdw=,10,32,female,3,20120523,5/23/2012,1,38,195,894,894,0,20170321,3/21/2017,20171008,10/8/2017,1964,0,8,5,4,3,23,36,7918.304,0
k86ec8kb4E2ibNsky77HRKI+mH0Av30LHtM69b6SQCw=,10,32,female,3,20150720,7/20/2015,0,37,30,149,149,1,20170325,3/25/2017,20170424,4/24/2017,644,0,2,0,0,0,0,2,2.083,5
PlHMC7mvbi5TlwXdPwAtXZqZuorumeb4zTuaxl1L5iI=,10,32,female,3,20130119,1/19/2013,0,40,30,149,149,1,20170313,3/13/2017,20170412,4/12/2017,1544,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
nugvn9irhTnn19oSbQiTADMCcBOZ53MH0oFJeSl23mQ=,10,32,female,3,20150409,4/9/2015,0,39,30,149,149,1,20170228,2/28/2017,20170417,4/17/2017,739,0,0,1,0,0,5,6,1381.707,5
buAoxFAlgCPYKDOpM+W5tTEzoDnWwaZ8APiYp+VTIrI=,10,32,female,3,20130126,1/26/2013,0,40,30,149,149,1,20170302,3/2/2017,20170409,4/9/2017,1534,0,3,0,0,0,34,36,7537.193,5
1JLPZjymFn6Xn/Vkoyivp7cE2u9f+uyXZTHlTlxAOlg=,10,32,female,3,20140812,8/12/2014,0,40,30,149,149,1,20170306,3/6/2017,20170405,4/5/2017,967,0,5,0,0,1,16,20,4117.339,5
JdXTTomc9nPq/Ve2ntoRreojUqFKK9uLCdbu4uRhFI4=,10,33,female,3,20140716,7/16/2014,0,33,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,1019,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
a9IVwSa06lApFHgcBY+zYXERthmGRH7M2jJgaRTnU6M=,10,33,female,3,20140324,3/24/2014,0,40,30,149,149,1,20170306,3/6/2017,20170409,4/9/2017,1112,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
/8RbShjbTb47acv/HojmfQJHh2/eixkdbh2AXH3vbqA=,10,33,female,3,20121112,11/12/2012,0,40,30,149,149,1,20170325,3/25/2017,20170425,4/25/2017,1625,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
z1ao2C9GZoYzfhmRYMsthwbqIAii+R/J12oUMcf1I9w=,10,33,female,3,20150711,7/11/2015,0,37,30,149,149,1,20170301,3/1/2017,20170404,4/4/2017,633,0,2,0,0,0,34,35,7429.849,5
P60zMFM14nsAwUSZMz7Ce0VsZUfhDILqkEmWfObBAmI=,10,33,female,3,20120922,9/22/2012,0,29,30,180,0,1,20170314,3/14/2017,20170315,3/15/2017,1635,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3
0n/LhB9FPwoFsixHPuc966OwkkivpVug6xsrkLWbZWg=,10,33,female,3,20150710,7/10/2015,0,39,30,149,149,1,20170228,2/28/2017,20170421,4/21/2017,651,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
GVGHHUYqGWHkLnbIM1vvO7oH9yxCKpLeIRJUJCaRJy4=,10,33,female,3,20150630,6/30/2015,1,36,30,180,180,0,20170316,3/16/2017,20170416,4/16/2017,656,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
lcsUbs0RHDNeMwQpm/HD6E+43jViAYTV0fQyq0vZhic=,10,33,female,3,20151002,10/2/2015,0,36,30,180,180,0,20170317,3/17/2017,20170416,4/16/2017,562,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
8G9kFHqzaGUu0BRbHV87yYhrWKEaGkuE6beClg2buAc=,10,37,female,3,20140104,1/4/2014,0,39,30,149,149,1,20170228,2/28/2017,20170410,4/10/2017,1192,0,0,0,0,0,127,127,31293,5
ZkjZbWVUXKYHI5n705mLaBxAuhjkOtxf9Smem+s8kuM=,10,37,female,3,20120429,4/29/2012,0,37,30,149,149,1,20170301,3/1/2017,20170331,3/31/2017,1797,0,0,0,0,0,12,12,2991.613,5
RkVujq5mX1nn2GKPBM6iYXZAdk1ADlhcv8zbXfcNzSo=,10,37,female,3,20141208,12/8/2014,0,36,30,180,180,0,20170316,3/16/2017,20170415,4/15/2017,859,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
2or7EZgq0Zue5qbZUFTBNJ56ArEV/E+uD8v0kT/rJ08=,10,37,female,3,20111219,12/19/2011,0,39,30,149,149,1,20170228,2/28/2017,20170420,4/20/2017,1949,0,0,0,0,0,60,52,13063,5
X72eFL6FBJrAy5TobJMDidKp89QmiwU0xYBgp9EkycI=,10,30,female,3,20130131,1/31/2013,0,39,30,149,149,1,20170331,3/31/2017,20170528,5/28/2017,1578,0,0,0,1,0,136,108,32988.254,5
OcHXOGwREGX5QVjPLf4lFfWRZgU9265d5e0an1BMVVQ=,10,30,female,3,20150813,8/13/2015,0,40,30,149,149,1,20170322,3/22/2017,20170422,4/22/2017,618,0,5,1,1,1,32,35,8143.9,5
AB5kl/7reEADFbctSV7D8GhRtrHvWxs7PBmm7m5TNQo=,10,30,female,3,20130927,9/27/2013,0,40,30,149,149,1,20170311,3/11/2017,20170411,4/11/2017,1292,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
qx/NR7YJQ1RbE3snJi9InES2bYWxmqX/MvR42W/MTio=,10,30,female,3,20121006,10/6/2012,0,39,30,149,149,1,20170331,3/31/2017,20170515,5/15/2017,1682,0,0,2,0,0,18,13,4463.869,5
EpBveB6l0W1i1VtHRb1k+9vjk56JrPOg3RppS28aa/Y=,10,30,female,3,20130201,2/1/2013,1,39,30,149,149,1,20170228,2/28/2017,20170417,4/17/2017,1536,0,9,2,0,1,31,20,6497.705,5
igE0ssmYF0o3odsPCatEtqregU+sGpRBINHwcaRamB0=,10,30,female,3,20160211,2/11/2016,0,39,30,149,149,1,20170331,3/31/2017,20170523,5/23/2017,467,0,0,0,0,0,15,12,3698,5
/2Fd+4bO6x8Lq8iVLnQYsR9Zl7dlyEU89YWNIerl8HM=,10,30,female,3,20141023,10/23/2014,0,40,30,149,149,1,20170301,3/1/2017,20170406,4/6/2017,896,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
+8pS5+VhjcFblTqf8PVFIfEUMqyenxEDjm9LrOfkxfI=,10,30,female,3,20120430,4/30/2012,0,36,30,180,180,1,20170322,3/22/2017,20170421,4/21/2017,1817,0,0,0,0,0,6,4,1714.258,5
8pBHh+V1yc+nu678h1E83FMprggtj9NcxJW3BcazKkI=,10,30,female,3,20130826,8/26/2013,0,40,30,149,149,1,20170327,3/27/2017,20170429,4/29/2017,1342,0,22,0,0,0,23,39,6053.401,5
t6Av/d+UBkNTpx03pQ/72LZbflKx6G/ONEgXkvduO48=,10,30,female,3,20121231,12/31/2012,0,39,30,149,149,1,20170228,2/28/2017,20170425,4/25/2017,1576,0,0,0,0,1,0,1,224.118,5
3kseXU6gukkM1EkgFGYLPfPrHPczqknOg5ZE0SzBz3g=,10,30,female,3,20161018,10/18/2016,0,39,30,149,149,1,20170331,3/31/2017,20170520,5/20/2017,214,0,0,0,1,0,42,32,10115.638,5
obN50cFFh1eU49Lq0HUyg7n+wA5fo7t9ub5Iof778jw=,10,31,female,3,20121027,10/27/2012,0,31,30,149,149,1,20170228,2/28/2017,20170404,4/4/2017,1620,0,3,2,0,0,13,17,3425.028,5
3UIX2oPHfAtNvTLFh8pG6NGJXtgPylq40cqhtA2PDfQ=,10,31,female,3,20121118,11/18/2012,0,39,30,149,149,1,20170331,3/31/2017,20170528,5/28/2017,1652,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
hlGALm4ugxXaH8sCkoY6VZ6e5+pTwDWit0puBhu3xEc=,10,31,female,3,20120206,2/6/2012,0,40,30,149,149,1,20170228,2/28/2017,20170404,4/4/2017,1884,0,1,1,1,0,17,20,4574.14,5
7WrI6riozNB9o21wYfppyrkZiy1x24CI0VfvcKQI898=,10,31,female,3,20150821,8/21/2015,0,40,30,149,149,1,20170312,3/12/2017,20170411,4/11/2017,599,0,0,0,0,0,21,21,4562,5
8uMhzbOfwWsk8drxKop9M7HaNqNqg8almQuNiTxymt0=,10,31,female,3,20130707,7/7/2013,1,36,30,180,180,1,20170317,3/17/2017,20170316,3/16/2017,1348,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
ppmIqENNlF3yAfKrmA5Y9aPjGEGwfyDYKDKjAeSw0wQ=,10,31,female,3,20121125,11/25/2012,1,28,60,300,300,0,20170224,2/24/2017,20170501,5/1/2017,1618,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0
/VUechpdR901EUmthMWXFJnOp9LQGs9u8A0j5pirtWU=,10,31,female,3,20150903,9/3/2015,0,37,30,149,149,1,20170325,3/25/2017,20170424,4/24/2017,599,0,1,0,0,0,163,164,38936.224,5
ONgpejvVWddiZQGdpVX5QJZX5PwDPScYipj5r/Lp5Fk=,10,31,female,3,20121219,12/19/2012,1,26,1,0,0,0,20170211,2/11/2017,20171202,12/2/2017,1809,0,1,2,0,0,40,43,9873.742,2
S/Xoq0l7zynZuFB1PWDFk3sJ7Z/Wfknwdj2inAsLr+Q=,10,31,female,3,20140807,8/7/2014,0,39,30,149,149,1,20170228,2/28/2017,20170413,4/13/2017,980,0,0,0,0,0,86,86,19209.793,5
oSRTPZNFgq7XrFqGnlgI669AicBsm/Ql5T/+4E9L4k4=,10,31,female,3,20130724,7/24/2013,0,40,30,149,149,1,20170322,3/22/2017,20170422,4/22/2017,1368,0,0,1,0,1,26,27,6620.32,5
BeKltFlON4RCACnxGQLsYITL82CA1W4xPv/sd3GE2/o=,10,31,female,3,20130909,9/9/2013,1,40,30,149,149,1,20170323,3/23/2017,20170425,4/25/2017,1324,0,4,1,0,0,13,18,3727.021,5
A3U6A8dDgV6nzSvW96VlddPU87a/g3q33V807gtYK2w=,10,31,female,3,20130424,4/24/2013,0,39,30,149,149,1,20170331,3/31/2017,20170508,5/8/2017,1475,0,0,0,0,0,7,1,1470,5
unXY0OZ2IcaVCtgTfzbHHeisVUT3HwMj8Ef+XX+Hrp0=,10,29,female,3,20130731,7/31/2013,1,32,180,536,536,0,20170322,3/22/2017,20170921,9/21/2017,1513,0,0,0,1,0,1,2,372.584,0
j46IS/qKpCjdt5xhqpHbiRJT7qdDt5lYVlIcckRjp6Q=,10,29,female,3,20130120,1/20/2013,0,40,30,149,149,1,20170315,3/15/2017,20170417,4/17/2017,1548,0,10,0,1,1,37,46,8794.15,5
43yL+9YY1vqna7G387GyDHsdQbQHan/usoXd0yz1EAg=,10,29,female,3,20120601,6/1/2012,0,36,30,180,180,1,20170326,3/26/2017,20170425,4/25/2017,1789,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
fkZzskg5ps0lVtSdiDflV11y/rhjk3e9ZjOhYbvvJvc=,10,29,female,3,20131119,11/19/2013,0,40,30,149,149,1,20170304,3/4/2017,20170403,4/3/2017,1231,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
7TqVndGs+dAdp4HjAEashIbMXw3zdznWwSlO0KOyluk=,10,29,female,3,20130926,9/26/2013,0,36,30,180,180,1,20170316,3/16/2017,20170415,4/15/2017,1297,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
oBYThPjMD82PXeVWvTog3aBInYiHJJlxHSXz9f2NXfQ=,10,29,female,3,20121228,12/28/2012,0,40,30,149,149,1,20170322,3/22/2017,20170422,4/22/2017,1576,0,3,0,0,0,5,7,1219.157,5
ms8ToszxWT5m2AYtiEtWc3zUUo3FJw8HstPgljqITQ4=,10,29,female,3,20140215,2/15/2014,0,40,30,149,149,1,20170327,3/27/2017,20170426,4/26/2017,1166,0,0,0,0,0,6,6,1428.105,5
mmvSYJRIJbgTyMk5uba2r9IYUwz6yM5V2Q1p151NS1M=,10,29,female,3,20130908,9/8/2013,0,40,30,149,149,1,20170317,3/17/2017,20170416,4/16/2017,1316,0,4,1,0,1,10,13,3052.528,5
RcJbYlbEjZ3lEoKzYxvpZoAq+Huol8G3IQFc9x9DtqU=,10,29,female,3,20120621,6/21/2012,0,40,30,149,149,1,20170323,3/23/2017,20170422,4/22/2017,1766,0,8,0,0,0,14,21,3264.578,5
T/3TSpL1ZFD97GUpbLbFa9QI0pG9ohLVI56jr4/WAMA=,10,29,female,3,20150919,9/19/2015,0,39,30,149,149,1,20170228,2/28/2017,20170411,4/11/2017,570,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
H1T6Hn0UK1jPFE+ueRYw0fLmLe4YuLYPaA10PLF41x8=,10,29,female,3,20130119,1/19/2013,0,40,30,149,149,1,20170304,3/4/2017,20170403,4/3/2017,1535,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
iq3hEv96VqwZb9z3jPIyQUEv6ATr2mnVhMFOMFIa74A=,10,29,female,3,20140314,3/14/2014,0,39,30,149,149,1,20170228,2/28/2017,20170420,4/20/2017,1133,0,21,3,2,3,23,42,6902.36,5
i8aq9NRYt641vfFrepusxg+86UCd8zNV/FId4iQy4C8=,10,29,female,3,20151009,10/9/2015,0,39,30,149,149,1,20170331,3/31/2017,20170526,5/26/2017,595,0,1,0,2,0,56,45,12651.015,5
ptNe7Dzvn6yIkNjewL6cblv65HMJDvyj+QQbeOiyjmM=,10,29,female,3,20140918,9/18/2014,0,14,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,955,0,9,8,3,5,167,131,44896.127,5
NtW6OT35XdI4ywpPjnyp6RHsJbD+j2oNRfW21yv6tsw=,10,29,female,3,20130819,8/19/2013,0,39,30,149,149,1,20170331,3/31/2017,20170523,5/23/2017,1373,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
U4/BzLNvsHJyhe1T0+9hn3u9r4vd80Is+rjDVTT7mzA=,10,29,female,3,20131021,10/21/2013,0,36,30,180,180,0,20170313,3/13/2017,20170412,4/12/2017,1269,0,2,1,0,0,66,52,16656.106,4
cXqdBOhikVouGpbsyWdjg5DOOYfJ0gWn59UIciR8Kc8=,10,29,female,3,20150331,3/31/2015,0,40,30,149,149,1,20170320,3/20/2017,20170419,4/19/2017,750,0,1,0,0,0,5,6,1235.49,5
LsT9QAZhz+DZwnKq47I31238gdKVxz+UB0fjC6jGolw=,10,29,female,3,20131109,11/9/2013,0,34,30,149,149,1,20170331,3/31/2017,20170430,4/30/2017,1268,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
nQ9/OdzKwj51JP4Qv7mg3+pLz0Fh+dBXvSKtK1mQI4k=,10,29,female,3,20121014,10/14/2012,0,39,30,149,149,1,20170331,3/31/2017,20170510,5/10/2017,1669,0,3,0,2,0,29,33,6719.684,5
tdPryYXp42k8IRSscyCfKtyBPjNArnrEEKiv8SBOoC8=,10,29,female,3,20131029,10/29/2013,0,38,30,149,149,0,20170326,3/26/2017,20170425,4/25/2017,1274,0,0,0,0,1,42,13,10454.726,4
d7vPrk1uk+NkShUwXegkl+dWJ9ehbSuoD7XLLqcV+SQ=,10,28,female,3,20141221,12/21/2014,0,36,30,180,180,1,20170305,3/5/2017,20170404,4/4/2017,835,0,0,0,0,0,2,2,518.338,5
mqoHj7NkrfK+c1nYbwbCOHoKvaa3M/iEedDQrtwZK3o=,10,28,female,3,20131216,12/16/2013,0,36,30,180,180,0,20170311,3/11/2017,20170410,4/10/2017,1211,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4
35LNLCkcxXPNq2F9Zm0RJuFgpOBhUenQSsyU3A0fnak=,10,28,female,3,20140709,7/9/2014,1,40,30,149,149,1,20170314,3/14/2017,20170322,3/22/2017,987,1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
KoAdApLcJDV8Ec15iiyx5pDDaIzQt9YjfCMh8M+xoKk=,10,28,female,3,20130710,7/10/2013,0,39,30,149,149,1,20170331,3/31/2017,20170529,5/29/2017,1419,0,0,0,0,0,30,30,6550.996,5
5My2NYBbrmk8rBUCAwbuIQUT1Yz3wQXeVzK4WazUkvE=,10,28,female,3,20121031,10/31/2012,0,39,30,149,149,1,20170228,2/28/2017,20170420,4/20/2017,1632,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
1T1RLvuJMIGgcycLkdVeNJ8cGfKKyC7GqOhc6Fbkvyg=,10,28,female,3,20120820,8/20/2012,0,39,30,149,149,1,20170331,3/31/2017,20170513,5/13/2017,1727,0,0,0,0,0,3,1,556.014,5
c6EjUDcUUilZKY/PeCENlfn3+mh7hAUl6nXxFoCkMek=,10,28,female,3,20130709,7/9/2013,0,39,30,149,149,1,20170228,2/28/2017,20170415,4/15/2017,1376,0,0,0,0,0,34,34,8469.057,5
i1E4wU8VJtrD3hnJFndGYun0ybS+XxkhP+vFslrzoa8=,10,28,female,3,20130908,9/8/2013,0,39,30,149,149,1,20170331,3/31/2017,20170514,5/14/2017,1344,0,25,5,2,9,40,61,13446.744,5
+eIp6Q7ftJLQX4t8E+gSX7Ix5Doqx4CWPcOQDs3AoeI=,10,28,female,3,20150216,2/16/2015,0,40,30,149,149,1,20170326,3/26/2017,20170425,4/25/2017,799,0,20,3,1,6,55,48,15630.893,5
1soflu+tnRY4dUySUn0Q5cihdQ9lVJTHJYsVrHl8Uxg=,10,28,female,3,20120105,1/5/2012,0,39,30,149,149,1,20170228,2/28/2017,20170423,4/23/2017,1935,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5
